Sample	Tool	accuracy_bp	accuracy_seq	adjusted_rand_index_bp	adjusted_rand_index_seq	binning type	f1_score_bp	f1_score_bp_cami1	f1_score_per_bp	f1_score_per_seq	f1_score_seq	f1_score_seq_cami1	misclassification_bp	misclassification_seq	percentage_of_assigned_bps	percentage_of_assigned_seqs	precision_avg_bp	precision_avg_bp_sem	precision_avg_bp_var	precision_avg_seq	precision_avg_seq_sem	precision_weighted_bp	precision_weighted_seq	rand_index_bp	rand_index_seq	rank	recall_avg_bp	recall_avg_bp_cami1	recall_avg_bp_sem	recall_avg_bp_sem_cami1	recall_avg_bp_var	recall_avg_bp_var_cami1	recall_avg_seq	recall_avg_seq_cami1	recall_avg_seq_sem	recall_avg_seq_sem_cami1	recall_weighted_bp	recall_weighted_seq	unifrac_bp	unifrac_seq
as_sample_11	CONCOCT	0.3141509987691889	0.11637169308680399	0.18236469116999296	0.2866930853750615	genome	0.6857332533300061	0.29747218722390484	0.48429100464754476	0.32240323601056176	0.5868486530822319	0.246694644738579	0.6683326363104234	0.6533081879616534	0.9471869504266865	0.33566322897159284	0.5740101640117079	0.06995435414779835	0.1272339032701254	0.49589900638256534	0.08125385311804037	0.33166736368957667	0.3466918120383467	0.8831605061460406	0.8997231477287498	NA	0.8514576304632518	0.20075531388124485	0.03239835450077631	0.042761996351263445	0.0797736564512059	0.1481156548875829	0.7186519919140282	0.1641861175983865	0.032944220579766176	0.036474206511272825	0.8971189736196821	0.3012950702925118		
as_sample_11	MetaBAT2	0.4821057503553952	0.14132355656371165	0.3188762814094154	0.4252740392123112	genome	0.7488582193016464	0.48668905079196767	0.6561740351503059	0.3220621521009967	0.6201663906455508	0.39767931888964464	0.4443330359362826	0.44757191463037427	0.867616362919342	0.25582254108089575	0.755387573478746	0.050379102698449155	0.10913632151413813	0.6817666908697605	0.06414583372695025	0.5556669640637174	0.5524280853696257	0.9367590998038403	0.9303135961847357	NA	0.7424407735608148	0.35899214186479556	0.03774224093518261	0.048037735317530014	0.10826023306151242	0.18691754516940273	0.568775306147018	0.280709605824658	0.03531093738874625	0.03933832366928949	0.8010684588761224	0.22728351752696965		
as_sample_11	COMEBin	0.7058852883924712	0.20974335979743097	0.7656808914619234	0.7074116694933589	genome	0.6785758843071776	0.6030818940230703	0.7327678166306181	0.3333198515384028	0.5847593450927406	0.5184626601534933	0.2508637274972677	0.3727717305568702	0.9422655320563146	0.33439717247382167	0.70841596871244	0.045100106726049256	0.16068755050938163	0.6979172166862135	0.045993292931424734	0.7491362725027323	0.6272282694431298	0.9921548276316327	0.9831771607646702	NA	0.651148054115214	0.5250172920191531	0.04618943080828225	0.045629824060408906	0.16214322739787515	0.19155143762811616	0.5031761182851753	0.41241811940508377	0.04129088380445284	0.03911447937180192	0.7170993599556509	0.22696700340252685		
as_sample_11	SemiBin2	0.6673539726681819	0.1955529765515786	0.7262404546325056	0.7057307819883585	genome	0.6204902297008537	0.5242113437964052	0.7043117878360354	0.2930934279542084	0.4713913508505767	0.40833743119355165	0.26706437689868967	0.34360336432049576	0.9105219498601674	0.29791891963178857	0.6277983792174237	0.03653768177641973	0.1174801926843525	0.4773376009094363	0.04003244746282198	0.7329356231013103	0.6563966356795042	0.9906217443101386	0.9833926400138971	NA	0.613350269446841	0.4499666323882871	0.04343225967295436	0.04174774770439926	0.14336344970271928	0.17428744383901737	0.46559142428128386	0.35676612573272876	0.03981813050299329	0.03556362351663761	0.677839653101277	0.18866879434494765		
as_sample_11	MetaBinner	0.48786158986462685	0.11278453300978557	0.917348604976775	0.8720689012916424	genome	0.5948832685411773	0.5835925942546685	0.6487175215370155	0.2068431655603027	0.3994405403221582	0.3960731106123379	0.05755268945842629	0.12412945514133555	0.5176539679276914	0.12876849629414713	0.9264995216938464	0.01689583501448948	0.012275177355984494	0.5599536464437229	0.05923303321077931	0.9424473105415737	0.8758705448586644	0.995575389514715	0.9834126776896864	NA	0.4380829449772314	0.4259457322044534	0.0484151568305744	0.048843658626777836	0.1781460832306128	0.1836991300797891	0.31044900586245294	0.30639970863022004	0.03877932320204471	0.03897491470655051	0.4945748337339587	0.11726848310605861		
as_sample_11	binny	0.5807598694089917	0.16073642286287027	0.9133921850213783	0.8672595316694366	genome	0.6731371305411922	0.6656666398008324	0.7294307061578101	0.27867151922377054	0.5339493196633819	0.5284174047299979	0.04155482405249089	0.0779240429717053	0.6059395821308804	0.1743201540368739	0.9718383856588598	0.01251632030406054	0.006579647506061203	0.920896093212883	0.03401982316554491	0.9584451759475091	0.9220759570282947	0.9951145161025355	0.9842147896495973	NA	0.5148839762861455	0.5061934773890723	0.05238129484316398	0.053358060117627254	0.2085288037579323	0.2163782760432407	0.3759716514484167	0.37050926390808875	0.042358462048974595	0.04294081742048106	0.5887520843463321	0.1641389497006304		
as_sample_12	GS	1.0	1.0	1.0	1.0	genome	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0		
as_sample_12	MaxBin2	0.17095243885336428	0.011923746543576539	0.7321248914884353	0.49004247452465927	genome	0.2504422694348042	0.22135417749587205	0.2986649506537414	0.031911836986470536	0.20057200883149776	0.1727285931568403	0.27003461762623937	0.5366685616827743	0.23419252882574687	0.025734810024725316	0.6214979691705378	0.05835430221510969	0.0851306146753089	0.37714383950200514	0.054806214105853436	0.7299653823737606	0.4633314383172257	0.9759265089289518	0.9435839158790632	NA	0.15681707370011216	0.13465695809780398	0.031710930817359144	0.03060995132865558	0.09653598079712043	0.094633881154609	0.13661252802141896	0.11201531607068697	0.02897121273164793	0.02729230534330153	0.18773916553785033	0.01652499597664994		
as_sample_12	CONCOCT	0.1625546086427832	0.013061257333469883	0.2960818316543709	0.34668174208065794	genome	0.38104680801826707	0.1940024226253561	0.3758864336209332	0.05237390556089287	0.2777258639974869	0.16311046510862634	0.5483764353609716	0.6281370405081745	0.3599338506012393	0.03512384603005077	0.6663646604619893	0.04827538591674465	0.10953410561429949	0.5699734250699632	0.05701640304016974	0.4516235646390284	0.37186295949182546	0.8928363051637652	0.9072241948275077	NA	0.26680759959532246	0.11352709650988418	0.03882253761546012	0.02790681112023529	0.1446901849827663	0.08644570186595417	0.18359140461354037	0.09517318548667651	0.03137452032067252	0.02394735262759672	0.321903343289183	0.028170765606940644		
as_sample_12	MetaBAT2	0.16512523132644294	0.006689733873681439	0.3664440498661674	0.36812814422027235	genome	0.3525598959066892	0.22808717495345285	0.36073803852166375	0.02930214491862706	0.2683854420320195	0.18445368359018063	0.42919650026920464	0.6147040235938488	0.2892855972402411	0.017362584307471726	0.8650236013901087	0.05679866929085743	0.067747865497456	0.7678286462762719	0.0844204993277323	0.5708034997307954	0.38529597640615126	0.9016106092912446	0.8811764007183192	NA	0.2213977793778151	0.13136221061396194	0.0368957372531893	0.030625124575157297	0.13068436103581252	0.09378982552439034	0.16261233179846982	0.10481678796024083	0.030428961909283445	0.0261327152384635	0.2636940961596616	0.015230208775292242		
as_sample_12	COMEBin	0.2568188770223299	0.016140948925399776	0.6211568830514105	0.3938490247243869	genome	0.3642793281191947	0.3093934325595365	0.41000486762624166	0.05117952673649366	0.26970853372921005	0.23857348663864755	0.28000170581863715	0.5394970259835125	0.35669372982936387	0.035050694210765024	0.777382116296922	0.05306716559907466	0.09856434226518644	0.6514957298351056	0.065782980109026	0.7199982941813629	0.46050297401648754	0.9728225824554529	0.9238877993806999	NA	0.23787301624079582	0.19312876242551674	0.036542210684136316	0.03406370423635291	0.12819198352164538	0.1229956103079831	0.17005406129656778	0.1460230959406606	0.030412006264320265	0.027901809013169868	0.2866069691180314	0.027095433863440183		
as_sample_12	SemiBin2	0.2481443081885034	0.015467952187970915	0.7531571897359371	0.7335682751122062	genome	0.3146222104441692	0.289065657536828	0.3799950170588719	0.0337787063645778	0.2268073277302742	0.21382891056775277	0.2243230675341401	0.3849621873182083	0.3199067779412469	0.02514959547043935	0.6480194359964191	0.04947000248193991	0.09789124582252566	0.46625608093112003	0.057866022242975705	0.7756769324658599	0.6150378126817917	0.9829668293944486	0.9741736104500502	NA	0.2077418443683786	0.18602298618652327	0.03624540733484509	0.03381078179027295	0.1261180370754088	0.12003274135329253	0.14985060416094956	0.13872457671931854	0.029482658985821676	0.027254630158690406	0.25163370705723614	0.017366241898436014		
as_sample_12	MetaBinner	0.1824883276633147	0.005266930988573686	0.9426000992316129	0.6943894396930588	genome	0.27265029504026295	0.2628972876680212	0.3155514784693147	0.013345934474495082	0.18676274781081378	0.18275434158535422	0.06597714101835572	0.3382352941176471	0.1953788667038405	0.007958917938289125	0.9127622959758687	0.03384530307873763	0.02176458626934053	0.44837968323100147	0.08096275202637844	0.9340228589816443	0.6617647058823529	0.993918911428109	0.9459901115618661	NA	0.16026082072091608	0.15356363685689375	0.03357560602913886	0.03386024187949972	0.10822284674149876	0.11006553409326976	0.11794509931871185	0.11476576625393897	0.027009644935755566	0.027129096732159987	0.18984437209368346	0.0067409401471814605		
as_sample_12	binny	0.19431167840616337	0.0075748708870389606	0.970510190863674	0.8828372221814819	genome	0.2857758939387122	0.2820497207426348	0.3277025940803424	0.016165721062310772	0.22291723672951683	0.22011030124632555	0.023189687228640787	0.10385114668974471	0.19892467950596426	0.008452692718467908	0.9757847444247778	0.009467587665192023	0.0015237986753676345	0.8675574315352584	0.05852672188673751	0.9768103127713592	0.8961488533102553	0.9966265473599429	0.9715323476465839	NA	0.1674011465055931	0.16484968907077113	0.036561343974479785	0.03666377005946695	0.128326259829142	0.12904627535745264	0.12788904173189505	0.12604472119462432	0.029473285431953548	0.02954116173884188	0.19687540652446	0.008156427850360639		
as_sample_13	GS	1.0	1.0	1.0	1.0	genome	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0		
as_sample_13	MaxBin2	0.11548849374269178	0.005201033978012395	0.6741967533448421	0.32036110310222815	genome	0.1455073147039342	0.1266829809346012	0.21542059793476356	0.016601391737799166	0.11173249711480375	0.09695029772450935	0.33154886872218703	0.6789079023264757	0.17277028691973886	0.01619795073032483	0.5469656891168126	0.05740369185660539	0.07908441213043446	0.30197480612121197	0.05541866686532243	0.668451131277813	0.3210920976735243	0.966686324924104	0.9225376037152618	NA	0.08391553074094134	0.0716374864613447	0.019237656976523933	0.018397340095262164	0.05181224243249599	0.049753932019368896	0.06854779754038755	0.0577447474196102	0.01725923399114189	0.016335122598031836	0.12839990784754993	0.008520975427450247		
as_sample_13	CONCOCT	0.10095651261067322	0.00578653959948924	0.12422188238745457	0.21726616142212477	genome	0.3594530244762754	0.10563072313949147	0.2868496003251199	0.03220058336869406	0.29901364588573903	0.0903445117728506	0.7803165510462254	0.7765215299494828	0.4595544775515442	0.025893051792332367	0.5369475421632786	0.05144734996629426	0.1138136821978374	0.4709516589543022	0.05853165946473338	0.2196834489537746	0.2234784700505172	0.7928211470581681	0.876245694052063	NA	0.27015125349162605	0.05857714012849217	0.03429482046358848	0.01711172150968975	0.16465885948816736	0.04567851803192789	0.21904376241846754	0.04996472045179882	0.031098511237581547	0.015700912813489912	0.4131735254250523	0.01735027562365692		
as_sample_13	MetaBAT2	0.13799115329584202	0.0018219190881061385	0.24994686075739853	0.2789011581706989	genome	0.34866774316616145	0.15062792924699847	0.3602862139852087	0.016431248796999948	0.27840801702536205	0.1290136565184023	0.6416034113758253	0.8127400768245838	0.3850236237615075	0.00972935936964714	0.6852145999783945	0.0906512683566506	0.12326478682004226	0.5149757596167853	0.10478082707788484	0.35839658862417473	0.18725992317541612	0.8761823775304197	0.8345829935512121	NA	0.2338238798999121	0.08461415704584209	0.032693572352268344	0.02226381461600093	0.14964175424142073	0.07038619665830324	0.190771897607756	0.0737441598539054	0.029243211506674784	0.020461594104202903	0.3621958708428079	0.008592606434333053		
as_sample_13	COMEBin	0.322711696164443	0.006007661403344857	0.536546375520534	0.19913885735491293	genome	0.35722670725181377	0.26653925003903084	0.47354057737585376	0.042508952934414014	0.27874460754647484	0.22034974560163506	0.27774393032962885	0.7664931606343057	0.4468106392123844	0.025727989037341557	0.7474951121086592	0.033412484339920105	0.08596234645193628	0.6845688475413976	0.04059804015197494	0.7222560696703711	0.23350683936569422	0.9737552390632154	0.7849663505376792	NA	0.23469307426694144	0.16218537880402845	0.030625234654810825	0.023539139457367825	0.1313066996727116	0.10084457772360078	0.17500099452906093	0.1313075850688363	0.026967449443345524	0.0209588900451385	0.35224260899341375	0.02338285215983058		
as_sample_13	SemiBin2	0.28050147842971607	0.007013609891307733	0.6184295399986586	0.495744588532941	genome	0.3054408629947025	0.2621440178056319	0.42619290742245025	0.017241633786431777	0.22184377596229146	0.1958416824556855	0.32884308096656834	0.5795369678864825	0.4179372520418637	0.016680681428882866	0.6032941519315118	0.04029234067041914	0.07955016311835449	0.3519604054490065	0.05168864075476385	0.6711569190334317	0.42046303211351754	0.9790537185008954	0.9610635192588363	NA	0.20448450281128241	0.1674529193947153	0.030439600295953596	0.027191601925837357	0.12971969726483856	0.11238624872456665	0.16196628272167668	0.1356649271782531	0.02704674851278371	0.023875418267387396	0.3122320526596264	0.008801270671774268		
as_sample_13	MetaBinner	0.23208510949309	0.0014731072285029119	0.8901537096112441	0.40731919087149543	genome	0.2612766246409753	0.2550600198140783	0.3748685578389487	0.005632721650233261	0.1658439145914901	0.16513370876240008	0.11689829428453646	0.666196189131969	0.26280677298099125	0.004413092902301535	0.8403056346575002	0.03585120997678507	0.037273968447186466	0.24869333188732537	0.05439530516414217	0.8831017057154635	0.33380381086803107	0.9921445676107047	0.9075073063566299	NA	0.15468671938218503	0.1503477141917268	0.027749838694541243	0.027858663666084974	0.10780749666022817	0.10943082491766605	0.12440107887930105	0.12360357257776163	0.024649504754293405	0.02472145631158151	0.23793485945674012	0.002840325142483416		
as_sample_13	binny	0.24587784129179602	0.0030178454638886292	0.985355786713391	0.8754707523416998	genome	0.2751405378601537	0.27414927572931774	0.3952733499432932	0.006386795591670411	0.23771666900474006	0.2363730872622853	0.00949069980339634	0.09523809523809523	0.2482337533256804	0.0033355134074558534	0.9897565332606599	0.0042964117097340415	0.000424560532329415	0.9451871523407693	0.03176409945119324	0.9905093001966037	0.9047619047619048	0.9987499479587428	0.9523041615400054	NA	0.15977853452370297	0.15911035417009445	0.03053078614418638	0.03055429501889649	0.13049804636148601	0.13069909217424683	0.13595480188400272	0.13507656638127147	0.027324386411986833	0.027350332662692132	0.24690089983092456	0.0032047089601046435		
as_sample_14	GS	1.0	1.0	1.0	1.0	genome	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0		
as_sample_14	MaxBin2	0.28154318245395743	0.03649672663539358	0.9960002763326399	0.8652556418335416	genome	0.40115327590575406	0.4005866736159715	0.43964015342805	0.07061939908108421	0.40109671154262544	0.3755554231700636	0.0033750050220923145	0.03542234332425065	0.2824966099311993	0.03783700190731481	0.9957186042228161	0.002662451139191942	0.00010632969102876706	0.8435087719298245	0.07121945822476437	0.9966249949779077	0.9645776566757494	0.9994561922389891	0.9486303534056229	NA	0.25117261879539954	0.25072852212723107	0.0566123635837693	0.056646297047023314	0.18588766321137157	0.18611057221009697	0.26310219577732247	0.24155047163939142	0.055312605333280765	0.0554990856271474	0.2820247113532526	0.03665137378215372		
as_sample_14	CONCOCT	0.4000381209309286	0.040002061961956804	0.14677388012924372	0.8898159818183689	genome	0.8327646365654452	0.45187928372332026	0.5815532132149632	0.08237205672991674	0.7293297548199362	0.4222760614167114	0.5807844036913449	0.13681868743047831	0.9542539076632855	0.04634259497912264	0.7854290922362085	0.05951887735689653	0.09918990933110813	0.7055338708910137	0.06841705779952395	0.4192155963086551	0.8631813125695217	0.8116326842943222	0.946203527304528	NA	0.8861716436877088	0.3171812581788236	0.04030201614922584	0.05872695360464339	0.09420664533016272	0.2138290149402801	0.7547868168049092	0.30130721173328595	0.044206554012209916	0.05473694656039456	0.949073866239302	0.04324965204391979		
as_sample_14	MetaBAT2	0.4581530297327799	0.027888035465745656	0.2978464320627329	0.988059105860796	genome	0.8307932277487912	0.5363495812986159	0.6432074106239675	0.05999006250307957	0.757948420154493	0.4935050058228293	0.509528791227232	0.10281923714759533	0.9341078977482634	0.031084076498788596	0.7978413416625747	0.06357099845444304	0.09699052426787516	0.7842281946448614	0.06618495391257281	0.49047120877276795	0.8971807628524047	0.9112017595780514	0.9943857677283571	NA	0.866584286969695	0.40395402421091303	0.04333691469708587	0.06421628956671913	0.10892911417682487	0.2391764470515698	0.7333728276674221	0.3600353892437767	0.04670116032553272	0.060652004180552395	0.9340894775933059	0.03103252744986855		
as_sample_14	COMEBin	0.8918332250847146	0.04324965204391979	0.888598346971538	0.994137244743361	genome	0.8901939308770932	0.8708730620064402	0.9140162628239368	0.08285230790807739	0.8035936081333052	0.7823139947854971	0.06462879546631628	0.043329532497149326	0.9534537954151856	0.045208515902881594	0.953129469617381	0.021793492944755178	0.02564764207558706	0.9318775333395216	0.026357905282624335	0.9353712045336837	0.9566704675028507	0.9953532014520258	0.9972066457360346	NA	0.8350549051629403	0.801686403059968	0.041073908251012134	0.04407358927514578	0.09784982446272864	0.11654887629565473	0.7063554549340969	0.6741197969124842	0.0458749553088495	0.04707802214871048	0.893614642056065	0.04330120109283984		
as_sample_14	SemiBin2	0.8585915692881956	0.04283725965255941	0.8845299213018893	0.991261289632141	genome	0.8704573616070291	0.8436148713276204	0.8962920289018653	0.08220631960569828	0.74515191294509	0.7254137877902687	0.09862026121036593	0.03930635838150287	0.9525303624431428	0.04458992731584102	0.916659847452871	0.020816874235497815	0.022533797152699698	0.8161324786324786	0.034780957399963265	0.9013797387896341	0.9606936416184971	0.995123170489033	0.9959162920145579	NA	0.8286888838732754	0.7813520363216755	0.04178118906809713	0.04714128427381289	0.10124873007675657	0.13111574029608186	0.6855300816096789	0.6528455523814276	0.04801389304365603	0.04934155713151094	0.8912614303685966	0.042940357750399505		
as_sample_14	MetaBinner	0.8600439192697796	0.007216866848806639	0.9798592228910273	0.7701548378696549	genome	0.8815714026120515	0.8749982849367061	0.9173051382472537	0.015413555762949137	0.7264714004572563	0.7188506046310223	0.013024538743918956	0.2222222222222222	0.8713934165852907	0.009278828805608536	0.9852521936895048	0.0070675121004039965	0.002547436091757203	0.8359514668338198	0.03669817443750303	0.986975461256081	0.7777777777777778	0.9991264893987792	0.9704531346989448	NA	0.7976341707596815	0.786936720650397	0.04508845657019431	0.04578799989135595	0.11791219712117333	0.12369591510899793	0.6423467078180517	0.6305259418264253	0.04886455988089659	0.04938690165938053	0.8568222912695376	0.0077839063869271615		
as_sample_14	binny	0.6739813886886172	0.005876591576885406	0.9535903385070389	0.9591255615999535	genome	0.7643934134730437	0.7572308367455688	0.8028970300310164	0.04005310298616461	0.6613026421125119	0.6474934505043553	0.031708975657522176	0.7330210772833723	0.6960525004827832	0.02201144388886025	0.9769478387608422	0.011880233077730236	0.005222177705304238	0.9210997894772728	0.037211745839938866	0.9682910243424778	0.26697892271662765	0.9973468866668203	0.9795604226451606	NA	0.6278024984280116	0.6181973466537672	0.06074848626490163	0.062105062390218485	0.2140419578416627	0.22370824892058996	0.515816160942486	0.4992073504478887	0.05585806716038065	0.057763793206768985	0.68576189581595	0.02165060054641992		
as_sample_15	GS	1.0	1.0	1.0	1.0	genome	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0		
as_sample_15	MaxBin2	0.23673282069204016	0.06263683960019038	0.6653989204704586	0.5327434699277106	genome	0.31505691551534193	0.2718631860638125	0.3620922516724212	0.1221054798393415	0.2811306951691091	0.21101024525093257	0.3256082125533537	0.4593262119967132	0.35103158890523856	0.11584959543074726	0.5349369664449162	0.05354529212315184	0.10608263741648566	0.41028865733532544	0.0519859358793187	0.6743917874466463	0.5406737880032868	0.9756234014183689	0.9623770889964504	NA	0.2232800622719043	0.18224023751491136	0.0382343962623434	0.03457417943797139	0.1052545721433047	0.09921603235615065	0.21382048063117165	0.14202721004994354	0.034051240303617246	0.0300372533010135	0.2474857486623327	0.06882436934792956		
